Participant: YC
11 28 18 15:30:10
image_duration: 0.20
precue_duration: 1.00
pause_duration: 0.50
nBlocks: 4
image_1	image_2	image_3	image_4	pre_or_post_cue	which_image_cued	pelasure	key_pressed	rt	
Plane crash 3.jpg	Cotton swabs 2.jpg	Cliff diver 1.jpg	Alcohol 5.jpg	1	3	4	33	3.335586e-01
Bored pose 1.jpg	Nature 1.jpg	Sunset 3.jpg	Injury 1.jpg	1	5	1	30	5.098149e-02
Office supplies 1.jpg	Cat 10.jpg	Feces 1.jpg	Severed finger 1.jpg	1	1	2	31	3.665578e-01
Dog 19.jpg	Injury 4.jpg	KKK rally 1.jpg	Spider 2.jpg	1	2	1	30	1.985640e+00
Beach 2.jpg	Street 4.jpg	Lake 9.jpg	Alcohol 5.jpg	1	1	6	35	5.364117e-01
Lake 15.jpg	Fence 4.jpg	Injury 1.jpg	Injury 4.jpg	1	1	1	30	2.282258e-02
Cliff diver 1.jpg	Fence 4.jpg	Feces 1.jpg	Feces 2.jpg	1	5	2	31	1.673090e-02
Severed finger 1.jpg	Fire hydrant 2.jpg	Office supplies 1.jpg	Tumor 1.jpg	1	4	1	30	1.510089e-01
KKK rally 1.jpg	Lake 9.jpg	Plane crash 3.jpg	Dog 13.jpg	1	5	3	32	7.833428e-01
Lake 14.jpg	Dirt 5.jpg	Dog 19.jpg	Goat 2.jpg	1	5	6	35	1.039732e-01
Spider 2.jpg	Dead bodies 1.jpg	Injury 4.jpg	Heart 1.jpg	1	3	2	31	1.002860e-02
Sunset 4.jpg	Feces 2.jpg	Heart 1.jpg	Injury 4.jpg	1	1	2	31	4.352393e-02
Cat 10.jpg	Heart 1.jpg	Bar 2.jpg	Street 4.jpg	1	5	4	33	3.556371e-01
Gazing 7.jpg	Severed finger 1.jpg	Street 4.jpg	Sunset 4.jpg	1	4	3	32	4.525104e-01
Spider 2.jpg	Dead bodies 1.jpg	Injury 4.jpg	Heart 1.jpg	2	3	3	32	5.616614e-01
Tumor 1.jpg	Spider 2.jpg	Severed finger 1.jpg	Wedding 12.jpg	2	5	1	30	1.447301e-01
Lake 14.jpg	Dirt 5.jpg	Dog 19.jpg	Goat 2.jpg	2	5	6	35	3.822738e-01
Lake 14.jpg	Fire hydrant 2.jpg	Spider 2.jpg	Nature 1.jpg	2	2	5	34	1.339341e+00
Beach 2.jpg	Street 4.jpg	Lake 9.jpg	Alcohol 5.jpg	2	1	7	36	1.658523e-01
Street 4.jpg	Heart 1.jpg	Dog 13.jpg	Beach 2.jpg	2	4	7	36	4.149983e-01
Cotton swabs 2.jpg	KKK rally 1.jpg	Sunset 4.jpg	Sunset 3.jpg	2	3	2	31	1.771035e-01
Dog 19.jpg	Injury 4.jpg	KKK rally 1.jpg	Spider 2.jpg	2	2	3	32	2.803348e-01
Dirt 5.jpg	Fire hydrant 2.jpg	Street 4.jpg	Beach 2.jpg	2	2	3	32	4.148435e-01
Office supplies 1.jpg	Cat 10.jpg	Feces 1.jpg	Severed finger 1.jpg	2	1	3	32	2.173542e-01
Cat 10.jpg	Heart 1.jpg	Bar 2.jpg	Street 4.jpg	2	5	5	34	3.974113e-01
Severed finger 1.jpg	Fire hydrant 2.jpg	Office supplies 1.jpg	Tumor 1.jpg	2	4	1	30	2.810709e-01
Cat 10.jpg	Tumor 1.jpg	Dirt 5.jpg	Cliff diver 1.jpg	2	1	3	32	1.721039e-01
Nature 1.jpg	Feces 1.jpg	Injury 1.jpg	Fence 4.jpg	2	4	3	32	9.392318e-01
Heart 1.jpg	Feces 2.jpg	Cliff diver 1.jpg	Fence 4.jpg	2	4	3	32	2.229456e-01
Dog 13.jpg	Fire hydrant 2.jpg	Office supplies 1.jpg	Nature 1.jpg	2	2	5	34	1.864892e+00
Bored pose 1.jpg	Fire hydrant 2.jpg	Gazing 7.jpg	Tumor 1.jpg	2	4	3	32	2.879097e-01
Bar 2.jpg	Dog 13.jpg	Dog 19.jpg	Fire hydrant 2.jpg	2	2	5	34	7.123790e-01
Wedding 12.jpg	Lake 9.jpg	Fence 4.jpg	Bored pose 1.jpg	2	3	4	33	3.427415e-01
Alcohol 5.jpg	Injury 1.jpg	Lake 14.jpg	Dead bodies 1.jpg	2	4	3	32	1.032766e-01
Cliff diver 1.jpg	Dog 13.jpg	Heart 1.jpg	Wedding 12.jpg	2	2	5	34	3.192860e-01
Injury 4.jpg	Heart 1.jpg	Street 4.jpg	Bored pose 1.jpg	2	1	1	30	1.625679e+00
Gazing 7.jpg	Severed finger 1.jpg	Street 4.jpg	Sunset 4.jpg	2	4	2	31	1.096960e-01
Fire hydrant 2.jpg	Sunset 4.jpg	Lake 12.jpg	Lake 15.jpg	2	5	5	34	2.666331e-01
Fire hydrant 2.jpg	Dog 19.jpg	Severed finger 1.jpg	Sunset 3.jpg	2	3	3	32	1.895252e-01
KKK rally 1.jpg	Lake 14.jpg	Cat 10.jpg	Lake 15.jpg	2	4	6	35	1.849150e-01
KKK rally 1.jpg	Lake 9.jpg	Plane crash 3.jpg	Dog 13.jpg	2	5	5	34	2.928071e-01
Goat 2.jpg	Lake 12.jpg	Bored pose 1.jpg	Cliff diver 1.jpg	2	1	5	34	2.263547e-01
Sunset 3.jpg	Bar 2.jpg	Lake 9.jpg	Injury 1.jpg	2	2	3	32	6.379926e-02
Dead bodies 1.jpg	Heart 1.jpg	Injury 1.jpg	Wedding 12.jpg	2	3	2	31	5.147004e-01
Fence 2.jpg	Alcohol 5.jpg	Cliff diver 1.jpg	Beach 2.jpg	2	2	5	34	4.417250e-01
Plane crash 3.jpg	Cotton swabs 2.jpg	Cliff diver 1.jpg	Alcohol 5.jpg	2	3	5	34	1.232907e-01
Injury 1.jpg	Cat 10.jpg	Fence 4.jpg	Fire hydrant 2.jpg	2	3	1	30	1.197098e+00
Feces 2.jpg	Lake 12.jpg	KKK rally 1.jpg	Heart 1.jpg	2	1	3	32	5.717976e-01
Tumor 1.jpg	Lake 14.jpg	Beach 2.jpg	Office supplies 1.jpg	2	2	1	30	6.436106e-02
Office supplies 1.jpg	Dead bodies 1.jpg	Fence 2.jpg	Cotton swabs 2.jpg	2	5	1	30	6.832318e-01
Bored pose 1.jpg	Nature 1.jpg	Sunset 3.jpg	Injury 1.jpg	2	5	1	30	4.348901e-02
Lake 15.jpg	Fence 4.jpg	Injury 1.jpg	Injury 4.jpg	2	1	1	30	1.340736e+00
Feces 1.jpg	KKK rally 1.jpg	Fire hydrant 2.jpg	Sunset 4.jpg	2	4	2	31	1.447423e-01
Fence 4.jpg	Cliff diver 1.jpg	Bored pose 1.jpg	Feces 1.jpg	2	3	3	32	1.864272e-01
Gazing 7.jpg	Injury 4.jpg	Alcohol 5.jpg	Beach 2.jpg	2	5	1	30	2.673274e-01
Cliff diver 1.jpg	Fence 4.jpg	Feces 1.jpg	Feces 2.jpg	2	5	2	31	4.331920e-01
Lake 12.jpg	Sunset 3.jpg	Dead bodies 1.jpg	Gazing 7.jpg	2	1	4	33	3.794281e-01
